Slovenian,English
arboristi,arborists
archiproduct,archiproduct
aretacij,arrests
aretacija,arrest
aretacijah,arrests
aretacije,arrests
aretaciji,arrest
aretirana,arrested
aretiranimi,arrested
argentinskega,Argentinian
argument,argument
argumenta,of the argument
argumentacija,argumentation
argumentacijo,argumentation
argumentirane,argued
argumentom,arguments
arhaična,archaic
arheologa,archaeologist
arheološka,archaeological
arheoloških,archaeological
arheološko,archaeological
arhetipom,archetype
arhitekta,an architect
arhitekte,architects
arhitektom,architects
arhitektura,architecture
arhitekturne,architectural
arhitekturni,architectural
arhitekturnimi,architectural ones
arhitekturno,architecturally
arhivu,archive
aritmetiko,arithmetic
armade,armies
armenska,Armenian
armenski,Armenian
aroganco,arrogance
arome,aromas
aronija,aronia
asa,ace
asfalt,asphalt
asfalta,asphalt
asfaltirali,asphalted
asfaltiranih,asphalted
asfaltno,asphalt
asimetrična,asymmetrical
asistent,assistant
asistenta,assistant
asistentom,assistants
asom,asom
astmatik,asthmatic
astronavt,an astronaut
astronavte,astronauts
astronomija,astronomy
atenska,Athenian
atenski,Athenian
atentatu,assassination
atleta,an athlete
atlete,athletes
atletiko,athletics
atletinjo,an athlete
atletov,athletes
atletskem,athletic
atletski,athletic
atmosfere,atmosphere
atrakcija,attraction
atrakcijo,attraction
atraktivne,attractive
atraktivno,attractive
audi,audi
auto,car
avanturistka,an adventurer
avdicijo,audition
avdio,audio
avdiovizualne,audiovisual
avditorij,auditorium
avenijah,avenues
avenije,avenues
aveniji,avenues
avgijev,of Augus
avgustovske,of August
avgustovskih,of August
avstralska,Australian
avstralskih,Australian
avstrijska,Austrian
avstrijskega,Austrian
avstrijskim,Austrian
avti,cars
avtizmom,autism
avtobiografskih,autobiographical
avtobusa,the bus
avtobuse,buses
avtobusi,buses
avtobusna,bus
avtobusni,bus
avtobusnih,bus
avtobusom,by bus
avtobusu,the bus
avtocest,highways
avtocestne,highways
avtocestni,highway
avtodoma,motorhome
avtodomi,motorhomes
avtodvigalom,forklifts
avtoimunsko,autoimmune
avtokampih,motorhomes
avtom,by car
avtomatizacija,automation
avtomatizem,automatism
avtomatsko,automatically
avtomehanične,car mechanics
avtomobilom,by car
avtonomije,autonomy
avtonomijo,autonomy
avtonomna,autonomous
avtonomne,autonomous
avtonomnih,autonomous
avtonomno,autonomously
avtoodpada,auto scrap
avtoportret,self portrait
avtoprevoznikov,truckers
avtoric,authors
avtorica,the author
avtoritete,authorities
avtorizacijo,authorization
avtoričinih,author's
avtorje,authors
avtorjem,to the authors
avtorju,to the author
avtorskih,author's
avtošola,driving school
avtošole,driving school
avtošoli,driving school
avtsajderji,outsiders
award,award
azbestcementnih,asbestos cement
azijska,Asian
azijski,Asian
azil,asylum
azilnega,of asylum
babice,grandmothers
babico,grandmother
bagdadskem,of Baghdad
bajer,bye
bajerja,bajer
bakel,torch
bakle,torches
bakterij,bacteria
bala,bala
balijski,Balinese
balinanje,bowling
balkanskega,Balkan
balkanski,Balkan
balkon,balcony
balkona,balcony
balkonskih,balcony
balkonu,the balcony
balvanov,boulders
balvanskemu,boulder
banan,bananas
banana,banana
banani,bananas
bankomati,ATMs
bankomatov,ATMs
bankovcev,banknotes
bankovci,banknotes
bankrotom,bankruptcy
bankrotu,bankruptcy
banènih,of banks
bančne,banking
bančni,banking
bar,a bar
barabo,bastard
barakah,barracks
baražo,barrage
barcelonskemu,Barcelona
bare,bars
bari,bars
barih,bars
barikade,barricades
barjanskem,bog
barometer,barometer
baron,baron
baru,the bar
barvajo,they paint
barvale,painted
barvami,colors
barvanje,coloring
barvi,colors
barvit,colorful
barvna,colored
barèice,small boats
baržunasta,dark brown
bas,bass
bataljonu,battalion
baterije,batteries
bavarske,Bavarian
bavarski,Bavarian
bavarskih,Bavarian
baza,base
bazeni,swimming pools
bazenu,swimming pool
baziliki,the basilica
baziliko,the basilica
bazična,basic
bazičnemu,basic
bazni,bases
bazo,base
bedi,be
bedo,misery
beg,escape
bega,running away
begunca,a refugee
beguncem,refugees
begunci,refugees
begunske,refugees
begunskega,refugee
belega,white
belem,white
beleženja,recording
beleženje,recording
beležimo,we record
beležko,a note
belgijske,Belgian
belgijskem,Belgian
belih,white
belima,to whites
beljakov,egg whites
beljakovin,proteins
beljakovinam,proteins
beljakovine,proteins
beljakovinski,protein
bellavista,bellavista
beloruske,Belarusian
beločn,Caucasian
belskih,white
bench,bench
bencinskih,petrol ones
bendi,bands
beneški,Venetian
bentili,bentyls
beraški,beggarly
bere,is reading
berila,read
berlinskega,of Berlin
bes,rage
besedam,words
besedami,words
besedili,texts
besedilih,texts
besedilom,text
besedišče,vocabulary
besedno,verbally
betežne,poor
betonske,concrete
bešamel,bechamel
beštij,beast
bežimo,let's run away
biatlonom,biathlon
bibliofilska,bibliophile
bienalni,biennial
bije,beats
bijejo,they beat
bik,bull
bika,the bull
bike,bulls
biku,to the bull
bilanco,the balance sheet
bilanènim,balance sheets
biltenu,newsletter
biodiverziteto,biodiversity
biografijo,biography
biolog,biologist
biologija,biology
biološko,biologically
biomehanično,biomechanical
bioplinarne,biogas plants
biopolitika,biopolitics
biotska,biotic
biotsko,biotic
bira,he chooses
biro,bureau
biroja,office
biser,a pearl
biseri,pearls
bistvenega,essential
bistveni,essential
bistvenih,essential
bistvo,the point
bitja,creatures
bitje,creature
bitju,creature
bitka,battle
biva,stay
bivališča,residences
bivanjem,stay
bivati,to stay
bivše,exes
bivšega,ex
bivšemu,to the ex
biznisu,business
blaga,goods
blagajn,cash register
blagajna,cash register
blage,mild
blagi,mild
blagim,mild
blaginjo,prosperity
blagodejno,beneficial
blagohoten,benevolent
blagom,goods
blagoslov,a blessing
blagovnimi,goods
blamaže,shame
blaugrane,Blaugrana
blaugrano,blaugrana
blazinice,pads
blazinjenem,cushioned
blažijo,mitigate
blažilni,cushioning
blažitev,mitigation
blažiti,mitigate
blažje,milder
blejskega,of Bled
blejsko,Bleach
bleščice,glitter
bliskovit,flashy
bliznjic,twins
blišča,it shines
bližajoče,approaching
bližajočo,approaching
bližnjim,close ones
bližnjimi,loved ones
blokado,blockade
bloke,blocks
bloki,blocks
blokih,blocks
blokirala,blocked
blokirali,blocked
blokirana,blocked
blokirati,to block
blondinka,blonde
blues,blues
bluesa,blues
bobovec,bobovec
bode,will be
bodeče,prickly
bodi,be
bodimo,let's be
bodobomo,we will be
bodoča,future
bodočega,the future
bodočem,to the future
bodočih,future ones
bodočnosti,the future
bodočo,the future
bodrili,cheered
boeing,boeing
boga,God
bogat,rich
bogatašinjo,rich woman
bogatega,rich
bogatejša,richer
bogatejše,richer
bogatejši,richer
bogatem,to the rich
bogatih,the rich
bogoslužja,services
bohinjska,Bohinjska
bohinjski,Bohinj
bojazni,fears
bojevati,to fight
bojevita,belligerent
bojimo,we are afraid
bojita,they are afraid
bojkot,boycott
bojkotu,boycott
bojnih,combat
bojo,fight
bojte,fight
bojuje,is fighting
boksa,boxing
boksar,a boxer
boksarja,a boxer
boksarski,boxing
boksu,boxing
boku,hip
bolezenskih,diseased
bolezni,diseases
boleznijo,disease
boleèega,painful
boleèina,pain
boleèine,pains
bolečim,painful
bolečina,pain
bolečinami,pains
bolgarskih,Bulgarian
bolgarsko,Bulgarian
bolišnici,hospital
boljšemu,to a better one
boljših,better ones
boljšim,better ones
bolnega,sick person
bolnica,a patient
bolnici,to the hospital
bolnih,the sick
bolniku,to the patient
bolnim,to the sick
bolničarka,nurse
bolniške,hospital
bolniškem,sick leave
bolniških,sick
bolniško,hospital
bolnišniène,hospital
bolnišničnem,hospital
bolnišničnih,hospital
bomb,bombs
bombami,bombs
bombardiranega,bombed
bombardirani,bombed
bombo,bomb
bombončkov,candies
bona,voucher
bonbonček,a candy bar
bone,vouchers
bonih,vouchers
bono,voucher
bontona,etiquette
bookerja,booker
borc,fighter
borbena,fighting
borbenega,fighting
borbenost,combativeness
borbi,fight
borila,fought
borile,fought
borili,fought
borilne,martial arts
borilnih,fighting
borzi,the stock market
borznih,stock exchanges
borštnikovega,borštnik's
bosonogih,barefoot
botrom,godfather
botrovala,godmother
botrovale,godparents
botrovali,godfathers
bovško,Bovško
bošnjaškohrvaški,Bosnian Croat
božiča,Christmas
božičem,Christmas
božičnimi,Christmas ones
božja,God's
božji,of God
božjo,my god
bradiNIJZ,beardNIJZ
bradice,beards
bralcem,to the readers
bralcev,readers
bralna,reading room
bralne,reading rooms
bralno,readable
branijo,defend
branila,defenders
branilca,defender
branili,defended
branja,reading
branje,reading
branjenjem,defending
branjevka,branjevka
braslovški,Braslovic
brate,brothers
bratoma,to the brothers
bratranec,cousin
bratu,brother
brazilskim,Brazilians
brbončic,palate
brbončice,taste buds
break,break
bredemo,we breed
breg,bank
bregove,banks
bregovih,banks
bremeni,burdens
bremenijo,burden
bremenilo,burden
bremenom,burden
breskev,peach
brexitu,Brexit
brezalkoholnoje,non-alcoholic
brezbrižnem,indifferent
brezbrižno,indifferently
brezbrižnost,indifference
brezizhodnosti,hopelessness
brezkontaktni,contactless
brezkontaktno,contactless
brezmadežno,immaculate
brezna,the abyss
brezplaèen,free of charge
brezplaène,free of charge
brezplaèno,free of charge
brezplačne,free of charge
brezplačo,free of charge
brezpogojnega,unconditional
brezpogojno,unconditionally
brezskrbne,carefree
brezskrbnejše,more carefree
brezupen,hopeless
brezupno,hopeless
brezvladja,anarchy
brezčasni,timeless
brezžične,wireless
brežinah,banks
brežine,banks
brežini,banks
brežiški,Brežiški
bridki,bitter
briga,don't care
brigali,didn't care
bris,swab
brisa,swab
brisala,wipers
brisanje,deletion
brise,wipes
brisi,erase
britanskem,British
britanskih,British
briških,of Briška
brkih,mustache
brnijo,they hum
brniško,Brnica
broadwayskih,of broadway
brodskoposavska,Brodskoposavska
brokoli,broccoli
bronasto,bronze
brska,browsing
brskajte,browse
brskali,browsed
brskanje,browsing
brskate,you browse
bruseljske,of Brussels
bruseljskimi,Brussels
brutalno,brutally
brvjo,footbridge
brzijo,faster
buditelju,to the awakener
budnim,awake
bugattijem,Bugattis
bujne,lush
bujno,lush
bujonom,broth
bukev,beech tree
bundesliga,Bundesliga
bundesligaški,Bundesliga
bundesligeKölnu,Bundesliga Cologne
bunker,bunker
buren,boisterous
buri,buri
burje,storms
butarice,booties
butičnimi,boutiques
butično,boutique
buče,pumpkins
cabernet,cabernet
cadillacov,Cadillacs
carigrajskim,of Constantinople
carin,customs
cariniki,customs officials
carinjenje,customs clearance
carinske,customs
carinski,customs
cart,cart
catering,catering
cedila,strainers
celega,whole
celibatu,celibacy
celicah,cells
celico,cell
celin,continents
celina,continent
celinski,continental
celični,cellular
celjske,of Celje
celjskega,of Celje
celjskih,of Celje
celjskim,of Celje
celodnevnega,whole day
celodnevnem,all day long
celoletnih,year-round
celoobrazne,full face
celostne,holistic
celostni,holistic
celotnemu,to the whole
celotnih,whole
celotnim,to the whole
celoto,the whole
celovečerec,feature film
celovečerni,full-length
celovite,comprehensive
celoviti,comprehensive
celovito,comprehensively
celovitosti,integrity
celovškem,Čeština
cenami,prices
cenejša,cheaper
cenejšimi,cheaper ones
cenejšo,cheaper
ceniku,price list
cenim,I appreciate it
ceniti,appreciate
cenitvi,appreciation
cenjenem,esteemed
cenjeni,appreciated
cenjenosti,appreciation
cenovnem,pricey
cenovnih,pricey
cenovno,affordable
centa,a cent
central,switchboard
centralizirano,centralized
centralna,central
centralnih,central ones
centralno,centrally
cenzorji,censors
cenzuriranimi,censored
cenzuro,censorship
cepijo,they vaccinate
cepilnih,vaccines
cepin,ice axe
cepivi,vaccines
cepivom,vaccine
cepivu,vaccine
cepljene,vaccinated
cepljenih,vaccinated
cepljenj,vaccinations
cerebrovaskularno,cerebrovascular
cerkvene,ecclesiastical
cerkvenih,ecclesiastical
certificiranje,certification
certifikata,certificate
certifikate,certificates
certifikatov,certificates
cesarjev,of emperors
cesarski,imperial
cestam,roads
cestne,road
cestnega,road
cestni,road
cestnimi,road ones
cestnin,tolls
cestno,by road
cev,pipe
cevne,pipes
championatcom,championatcom
charade,charades
chargeback,chargeback
charityStars,charityStars
chef,chef
chefov,of chefs
cigarete,cigarettes
cikel,cycle
ciklona,cyclone
ciklu,cycle
ciljne,targeted
ciljnem,target
cinkovih,of zinc
cipresnocvetlično,cypress floral
ciprski,Cypriot
ciprskih,of Cyprus
cirkadianega,circadian
cirkadiani,circadians
citiral,quoted
citirate,you quote
civiliste,civilians
civilisti,civilians
civilizacija,civilization
civilnih,civilian
civilno,civil
civilu,to a civilian
clafoutisa,clafoutis
cm,cm
colors,colors
computerusa,computer
cona,zone
conah,zones
copata,slipper
copate,slippers
coriacea,coriacea
corsa,corsa
country,country
countryja,country music
covidpozitivnih,covid-positive
covid,covid
covidom,covid
cross,cross
cuker,sugar
cuknejo,they twitch
cunami,tsunami
cvetačo,cauliflower
cvetice,flowers
cvetne,blooming
cvetno,floral
cvetove,flowers
cvička,exercise
cvrete,fry
celu,whole
dIsera,disera
dItalia,Italy
daihatsuja,daihatsu
dajal,gave
dajalcev,donors
dajanje,giving
dajatev,duty
daleè,far away
dalj,away
daljne,distant ones
daljnega,distant
daljno,far away
daljnosežne,far-reaching
daljnovode,transmission lines
daljšanja,lengthening
dalmatinski,Dalmatian
dam,ladies
damam,ladies
danas,today
današnjimi,today's
dandanes,nowadays
danim,given
danosti,givens
danska,Denmark
danski,Danish
dar,gift
darilih,gifts
darilnih,gifts
darovala,donated
das,das
daste,you give
datume,the dates
davi,chokes
davki,taxes
davkom,taxes
davkoplaèevalskega,of the taxpayer
davkoplačevalcev,taxpayers
davčna,tax
davčnega,tax
davčno,tax
ddr,dr
deaktiviral,deactivated
debato,debate
debela,thick
debeli,thick
debeline,thickness
debirokratizacija,debureaucratization
decilitrom,deciliter
decimalke,decimals
dediči,heirs
dedišèine,heirlooms
dedišèini,heirlooms
dediščina,inheritance
dediščini,heritage
dediščino,inheritance
dedku,grandfather
dedne,hereditary
deduje,inherits
dedujeBon,inheritsBon
defekt,defect
defenzivnega,defensive
definicije,definitions
definira,defines
definirana,defined
definirati,define
deflacije,deflation
degradacije,degradation
degradiranih,degraded
dehidracijo,dehydration
dehumaniziraš,you dehumanize
deit,deit
dejalo,said
dejanji,actions
dejavnem,active
dejavnik,factor
dejavnikom,factors
dejavnim,active
dejavnostjo,activity
dejstvih,facts
dejstvom,by fact
dekanu,to the dean
deklaracijah,declarations
deklarativno,declaratively
deklet,girls
dekletovega,the girl's
deklic,girls
deklici,to the girl
deklico,little girl
dekoltejem,cleavage
dekontaminacije,decontamination
dekorativni,decorative
delaj,work
delalo,worked
delata,they work
delate,you work
delavec,worker
delavec,worker
delaven,industrious
delavnici,workshop
delavnikih,weekdays
delavnost,diligence
delavnosti,activities
delavskega,worker
delavskih,workers
delce,particles
delcev,particles
delegacij,delegations
delegacija,delegation
delegacije,delegations
deleže,shares
deležem,shares
deležev,shares
deležnih,beneficiaries
deležniki,stakeholders
deležnikov,stakeholders
delim,I share
delimo,we share
delirij,delirium
delitve,divisions
deliva,we share
della,work
delni,partial
delnici,shares
delničarji,shareholders
delničarke,shareholders
delniških,of shares
delniško,stock
delodajalca,the employer
delodajalce,employers
delodajalcev,employers
delojemalci,employees
delovanjem,operation
delovišè,workplace
delovišč,workplaces
delovnika,weekday
delovnim,working
delovnopravna,labor law
delujoče,working
delvcev,workers
demence,dementia
demenco,dementia
demografijo,demographics
demografskem,demographic
demografski,demographically
demografsko,demographically
demokracija,democracy
demokrata,a democrat
demokrate,democrats
demokratičnega,democratic
demokratično,democratically
demokratke,Democrats
demokratom,Democrats
demokratske,democratic
demokratskega,democratic
demokratski,democratic
demonstracijah,demonstrations
demonstranti,demonstrators
demonstrantov,demonstrators
den,day
denacionalizaciji,denationalization
denacionalizacijskem,denationalization
denarje,money
denarju,money
denarnice,wallets
denarnico,wallet
departmajev,departments
depilacije,depilation
deplasirano,misplaced
deportacij,deportations
depresiji,depression
deratizacijo,deratization
derbijem,derby
dermadiagnostike,dermadiagnostics
desete,the tenth
desetega,the tenth
desetem,the tenth
deseterice,tens
deseterico,ten
desetini,tens
desetinko,a tenth
desetletij,decades
desetletna,ten years old
desetmesečni,ten months old
design,design
desk,boards
deskar,surfer
deske,boards
deski,boards
desna,right
desnega,the right one
desnemu,to the right
desnice,of the right
desnimi,with the right ones
desničarske,right-wing
desničarski,right-wing
desničarskih,right-wing
desnosredinska,center-right
destabilizirajoče,destabilizing
destinacijami,destinations
destinacije,destinations
destrukcija,destruction
detektivka,detective
detektivski,detective
detektivsko,detective
deu,deu
deveta,the ninth
devetdeset,ninety
devete,ninth
deveti,the ninth
devetletk,nine years old
devetsto,nine hundred
devetstopenjski,nine-speed
devica,a virgin
dezinfekcija,disinfection
dezinfekcijo,disinfection
dečkov,boys
dežel,lands
deželah,lands
deželna,provincial
deželnega,provincial
deželnem,provincial
deželni,provincial
deželno,provincially
deželo,country
deževju,to the rains
deževnega,rainy
dežjem,to the rain
dežnih,rainy ones
dežnik,an umbrella
dežniki,umbrellas
dežnikih,umbrellas
dežuje,it's raining
dežurna,on duty
dežurni,on duty
dežurstvo,duty
diagn,diagnosis
diagnosticirali,diagnosed
diagnosticiranimi,diagnosed
diagnoze,diagnosis
diakone,deacons
diatonièno,diatonic
diet,diet
dietami,diets
diete,diet
dietetike,dietetics
digitalizacija,digitization
digitalizacije,digitization
digitalizacijo,digitization
digitalizirati,digitize
digitalnega,digital
digniteto,dignity
dihala,breathing
dihali,breathed
dihalne,respiratory
dihanja,breathing
dihanje,breathing
dihanjem,breathing
dihanju,breathing
dijaka,student
dijakom,students
dijaških,of students
diktirala,dictated
dilem,dilemma
dilema,a dilemma
dim,smoke
dima,smoke
dimenzijah,dimensions
dimenzijo,dimension
dimenzijsko,dimensionally
dimne,it smokes
dimnih,smoky
dimniki,chimneys
dinamike,dynamics
dinamiko,dynamics
dinamičen,dynamic
dinamičnost,dynamism
dioksida,dioxide
dipith,dipith
diplomacije,diplomacy
diplomantov,graduates
diplomat,a diplomat
diplomata,a diplomat
diplomatska,diplomatic
diplomatski,diplomatically
diplomatsko,diplomatically
diplome,diplomas
diplomi,graduation
diplomiram,I'm graduating
dir,dir
direkciji,directorate
direktivo,directive
direktna,direct
direktno,directly
direktorat,directorate
direktorice,directors
direktorjem,directors
direktorji,directors
dirigent,the conductor
dirkali,raced
dirkališče,racetrack
dirkališču,racetrack
dirkalnega,racing
dirkalnika,racing car
dirkalnike,racing cars
dirkalnikov,racing cars
dirkalniku,racing car
dirkate,you race
dirkača,racer
dirkačem,racers
dirkaškega,racing
dirkaškem,racing
dirkaški,racing
dirkaških,racing
disciplin,disciplines
disciplinah,disciplines
disciplinami,disciplines
discipline,disciplines
disciplinirano,disciplined
disciplinirati,to discipline
disciplinska,disciplinary
disciplinski,disciplinary
diseminacijo,dissemination
disidente,dissidents
diska,disc
disketah,diskettes
diskiminaciji,discrimination
diskreditacij,discredits
diskreditacija,discredit
diskreditacijo,discredit
diskreditira,discredits
diskreditirati,to discredit
diskriminirani,discriminated against
diskurzu,discourse
diskvalifikacije,disqualifications
dislocirana,dislocated
distanciranje,distancing
distribucije,distribution
distribucijo,distribution
distribucijsko,distributional
distribuirati,to distribute
distributerji,distributors
distrofijo,dystrophy
divja,it's going wild
divjal,went wild
divjati,to go wild
divjega,wild
divjem,I'm going wild
divji,wild
divjih,wild ones
divjimi,wild ones
divjine,wilderness
divjini,wilderness
divjino,wilderness
dizelskih,diesel
dišav,fragrance
dišave,fragrances
dišavo,fragrance
dišijo,they smell
dlake,hair
dlanjo,palm
dnevna,daily
dnevnega,daily
dnevov,days
dni,days
dno,the bottom
dnom,the bottom
dnu,the bottom
dob,age
doba,era
dobavil,delivered
dobavitelji,suppliers
dobaviteljih,suppliers
dobaviteljski,supplier
dobaviti,to supply
dobavljali,supplied
dobavljena,delivered
dobavljenih,delivered
dobavljeno,delivered
dobavni,supply
dobavnih,supplies
dobim,i get
dobite,you get
dobitnico,winner
dobitnika,the winner
dobitniki,the winners
dobitnikov,winners
dobivajo,are getting
dobivamo,we are getting
dobivati,getting
dobivaš,you are getting
dobièkom,profits
dobičke,profits
dobičkov,profits
dobregaBledi,good one
dobrimi,good ones
dobrinam,goods
dobrobit,welfare
dobrodelne,charitable
dobrodelnega,charitable
dobrodelni,charitable
dobrodelnih,charitable
dobrodelno,charitable
dobrodošla,welcome
dobrodošli,welcome
dobrodošlo,welcome
dobroimetje,credit
dobrote,goodies
dobrotniku,benefactor
docent,docent
dodajal,added
dodajala,added
dodajati,to add
dodajo,they add
dodalo,added
dodana,added
dodane,added
dodanimi,added
dodano,added
dodatki,accessories
dodeli,assign
dodelijo,assign
dodelilo,assigned
dodeljena,assigned
dodeljeno,assigned
dodeljevala,assigned
dodeljevanja,allocation
dodiplomske,undergraduate
dogajati,happening
dogem,doge
dognanjih,findings
dogodivščina,an adventure
dogodivščinah,adventures
dogovarjajo,they agree
dogovarjanja,arrangements
dogovore,agreements
dogovorijo,they agree
dogovoril,arranged
dogovorita,agree
dogovoriti,to agree
dogovorjena,agreed upon
dogovorjene,agreed upon
dogovorjenega,agreed upon
dogovorjeni,agreed upon
dogovorjenih,agreed upon
dogovorjeno,agreed upon
dograditev,upgrade
dohajali,kept up
dohodke,income
dohodkovnem,income
dohodnino,income tax
dohodninskega,income tax
dojamemo,we understand
dojemajo,they perceive
